trial,seed,veto_fraction,q_weak_threshold,lambda,delta,operator,policy_violation_rate,predictive_utility,kendall_tau,jaccard_top_k
1,43,0.2,0.25,0.9,0.1,linear,0.63,0.921206019975427,0.9011011635978642,0.5625
1,43,0.2,0.25,0.9,0.1,geometric,0.0,0.8715119872622875,0.9613177648040032,0.8018018018018018
1,43,0.2,0.25,0.9,0.1,min,0.0,0.7448821381783003,0.9969599666388657,1.0
1,43,0.2,0.25,0.9,0.15,linear,0.73,0.9124250717391378,0.8588039291909918,0.41843971631205673
1,43,0.2,0.25,0.9,0.15,geometric,0.0,0.8701635933107077,0.9421893244370306,0.7543859649122807
1,43,0.2,0.25,0.9,0.15,min,0.0,0.7448821381783003,0.9965429524603835,1.0
1,43,0.2,0.25,0.9,0.2,linear,0.73,0.8891907731582053,0.8202090888695177,0.2903225806451613
1,43,0.2,0.25,0.9,0.2,geometric,0.0,0.868232636204333,0.9236822351959966,0.680672268907563
1,43,0.2,0.25,0.9,0.2,min,0.0,0.7448821381783003,0.9964053377814844,1.0
1,43,0.2,0.25,0.9,0.25,linear,0.67,0.8631238846630035,0.7851533090514248,0.21951219512195122
1,43,0.2,0.25,0.9,0.25,geometric,0.0,0.863818071495677,0.9056088407005837,0.6260162601626016
1,43,0.2,0.25,0.9,0.25,min,0.0,0.7448821381783003,0.9964053377814844,1.0
1,43,0.2,0.25,0.9,0.3,linear,0.59,0.8432260543918343,0.7532589089570698,0.19760479041916168
1,43,0.2,0.25,0.9,0.3,geometric,0.0,0.8496770982546041,0.8893869891576311,0.5503875968992248
1,43,0.2,0.25,0.9,0.3,min,0.0,0.7448821381783003,0.9964053377814844,1.0
2,44,0.2,0.25,0.5,0.0,linear,0.0,0.7545274298708182,1.0,1.0
2,44,0.2,0.25,0.5,0.0,geometric,0.0,0.7612116506276922,0.9999999999999999,1.0
2,44,0.2,0.25,0.5,0.0,min,0.0,0.7369154342234018,0.9999999999999999,1.0
2,44,0.2,0.25,0.5,0.05,linear,0.0,0.7545274298708182,0.9604953526652829,1.0
2,44,0.2,0.25,0.5,0.05,geometric,0.0,0.7612116506276922,0.994111759799833,1.0
2,44,0.2,0.25,0.5,0.05,min,0.0,0.7369154342234018,0.998465387823186,1.0
2,44,0.2,0.25,0.5,0.1,linear,0.0,0.7545274298708182,0.9219933777184836,1.0
2,44,0.2,0.25,0.5,0.1,geometric,0.0,0.7612116506276922,0.9876730608840699,1.0
2,44,0.2,0.25,0.5,0.1,min,0.0,0.7369154342234018,0.997322768974145,1.0
2,44,0.2,0.25,0.5,0.15,linear,0.0,0.7545274298708182,0.8839576886215004,1.0
2,44,0.2,0.25,0.5,0.15,geometric,0.0,0.7612116506276922,0.9809674728940783,1.0
2,44,0.2,0.25,0.5,0.15,min,0.0,0.7369154342234018,0.9965262718932443,1.0
2,44,0.2,0.25,0.5,0.2,linear,0.0,0.7545274298708182,0.8454254373176188,1.0
2,44,0.2,0.25,0.5,0.2,geometric,0.0,0.7612116506276922,0.9742160133444536,1.0
2,44,0.2,0.25,0.5,0.2,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.5,0.25,linear,0.0,0.7545274298708182,0.8120917602128466,1.0
2,44,0.2,0.25,0.5,0.25,geometric,0.0,0.7612116506276922,0.9677022518765637,1.0
2,44,0.2,0.25,0.5,0.25,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.5,0.3,linear,0.0,0.7545274298708182,0.7803509821833734,1.0
2,44,0.2,0.25,0.5,0.3,geometric,0.0,0.7612116506276922,0.9612635529608005,1.0
2,44,0.2,0.25,0.5,0.3,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.75,0.0,linear,0.07,0.8428534091333109,1.0,1.0
2,44,0.2,0.25,0.75,0.0,geometric,0.0,0.822127283579075,0.9999999999999999,1.0
2,44,0.2,0.25,0.75,0.0,min,0.0,0.7369154342234018,0.9999999999999999,1.0
2,44,0.2,0.25,0.75,0.05,linear,0.22,0.8697370121785518,0.9471446000099213,0.7391304347826086
2,44,0.2,0.25,0.75,0.05,geometric,0.0,0.822127283579075,0.9849207673060882,1.0
2,44,0.2,0.25,0.75,0.05,min,0.0,0.7369154342234018,0.998465387823186,1.0
2,44,0.2,0.25,0.75,0.1,linear,0.22,0.867110625636448,0.8981085568832193,0.6
2,44,0.2,0.25,0.75,0.1,geometric,0.0,0.822127283579075,0.9693160967472891,1.0
2,44,0.2,0.25,0.75,0.1,min,0.0,0.7369154342234018,0.997322768974145,1.0
2,44,0.2,0.25,0.75,0.15,linear,0.16,0.8562043040100257,0.8514436736436877,0.5873015873015873
2,44,0.2,0.25,0.75,0.15,geometric,0.0,0.822127283579075,0.9531192660550457,1.0
2,44,0.2,0.25,0.75,0.15,min,0.0,0.7369154342234018,0.9965262718932443,1.0
2,44,0.2,0.25,0.75,0.2,linear,0.06,0.8424092874299811,0.8077392508855762,0.5873015873015873
2,44,0.2,0.25,0.75,0.2,geometric,0.0,0.8231138980007513,0.9367973311092576,0.9801980198019802
2,44,0.2,0.25,0.75,0.2,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.75,0.25,linear,0.01,0.8342348567678686,0.7702169340400569,0.5873015873015873
2,44,0.2,0.25,0.75,0.25,geometric,0.0,0.8231138980007513,0.9216221851542952,0.9801980198019802
2,44,0.2,0.25,0.75,0.25,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.75,0.3,linear,0.0,0.826715045090529,0.7368590040154401,0.5384615384615384
2,44,0.2,0.25,0.75,0.3,geometric,0.0,0.8231138980007513,0.9068015012510424,0.9801980198019802
2,44,0.2,0.25,0.75,0.3,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.9,0.0,linear,0.51,0.9158745763623071,1.0,1.0
2,44,0.2,0.25,0.9,0.0,geometric,0.0,0.8408752612336389,0.9999999999999999,1.0
2,44,0.2,0.25,0.9,0.0,min,0.0,0.7369154342234018,0.9999999999999999,1.0
2,44,0.2,0.25,0.9,0.05,linear,0.63,0.9218480892740182,0.9516015249365612,0.7699115044247787
2,44,0.2,0.25,0.9,0.05,geometric,0.0,0.8418022920635133,0.9793619683069223,0.9801980198019802
2,44,0.2,0.25,0.9,0.05,min,0.0,0.7369154342234018,0.998465387823186,1.0
2,44,0.2,0.25,0.9,0.1,linear,0.79,0.9198757153909811,0.9072382760441889,0.5384615384615384
2,44,0.2,0.25,0.9,0.1,geometric,0.0,0.8452801255031219,0.9583736447039197,0.8518518518518519
2,44,0.2,0.25,0.9,0.1,min,0.0,0.7369154342234018,0.997322768974145,1.0
2,44,0.2,0.25,0.9,0.15,linear,0.88,0.9120248192659598,0.8657459790940962,0.3986013986013986
2,44,0.2,0.25,0.9,0.15,geometric,0.0,0.8438245236265237,0.9374186822351959,0.7543859649122807
2,44,0.2,0.25,0.9,0.15,min,0.0,0.7369154342234018,0.9965262718932443,1.0
2,44,0.2,0.25,0.9,0.2,linear,0.79,0.892095714238446,0.8265500647127906,0.3157894736842105
2,44,0.2,0.25,0.9,0.2,geometric,0.0,0.8428138296994843,0.9171601334445368,0.6949152542372882
2,44,0.2,0.25,0.9,0.2,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.9,0.25,linear,0.7,0.8616657368833321,0.7899453679589714,0.21951219512195122
2,44,0.2,0.25,0.9,0.25,geometric,0.0,0.8384083176796744,0.8980316930775646,0.639344262295082
2,44,0.2,0.25,0.9,0.25,min,0.0,0.7369154342234018,0.9960758965804836,1.0
2,44,0.2,0.25,0.9,0.3,linear,0.66,0.8473331159014034,0.7611583302533763,0.19760479041916168
2,44,0.2,0.25,0.9,0.3,geometric,0.0,0.8232511933628703,0.8798248540450374,0.5384615384615384
2,44,0.2,0.25,0.9,0.3,min,0.0,0.7369154342234018,0.9960758965804836,1.0
3,45,0.2,0.25,0.5,0.0,linear,0.0,0.7499489222402995,1.0,1.0
3,45,0.2,0.25,0.5,0.0,geometric,0.0,0.7515310021782191,0.9999999999999999,1.0
3,45,0.2,0.25,0.5,0.0,min,0.0,0.7453271408414643,0.9999999999999999,1.0
3,45,0.2,0.25,0.5,0.05,linear,0.0,0.7499489222402995,0.9651529782925808,1.0
3,45,0.2,0.25,0.5,0.05,geometric,0.0,0.7515310021782191,0.9942618849040865,1.0
3,45,0.2,0.25,0.5,0.05,min,0.0,0.7453271408414643,0.9986030025020849,1.0
3,45,0.2,0.25,0.5,0.1,linear,0.0,0.7499489222402995,0.929959906211387,1.0
3,45,0.2,0.25,0.5,0.1,geometric,0.0,0.7515310021782191,0.9884570475396162,1.0
3,45,0.2,0.25,0.5,0.1,min,0.0,0.7453271408414643,0.9978982485404503,1.0
3,45,0.2,0.25,0.5,0.15,linear,0.0,0.7499489222402995,0.8955088393363839,1.0
3,45,0.2,0.25,0.5,0.15,geometric,0.0,0.7515310021782191,0.9824562135112593,1.0
3,45,0.2,0.25,0.5,0.15,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.5,0.2,linear,0.0,0.7499489222402995,0.8614944071854933,1.0
3,45,0.2,0.25,0.5,0.2,geometric,0.0,0.7515310021782191,0.9765304420350291,1.0
3,45,0.2,0.25,0.5,0.2,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.5,0.25,linear,0.0,0.7499489222402995,0.8286971761340588,1.0
3,45,0.2,0.25,0.5,0.25,geometric,0.0,0.7515310021782191,0.9705129274395329,1.0
3,45,0.2,0.25,0.5,0.25,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.5,0.3,linear,0.0,0.7499489222402995,0.7972975574119597,1.0
3,45,0.2,0.25,0.5,0.3,geometric,0.0,0.7515310021782191,0.9645871559633027,1.0
3,45,0.2,0.25,0.5,0.3,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.75,0.0,linear,0.08,0.8493216487216324,1.0,1.0
3,45,0.2,0.25,0.75,0.0,geometric,0.0,0.8146214458587825,0.9999999999999999,1.0
3,45,0.2,0.25,0.75,0.0,min,0.0,0.7453271408414643,0.9999999999999999,1.0
3,45,0.2,0.25,0.75,0.05,linear,0.23,0.8776441157195357,0.9470406924018285,0.7241379310344828
3,45,0.2,0.25,0.75,0.05,geometric,0.0,0.81587266408532,0.9859883236030024,0.9801980198019802
3,45,0.2,0.25,0.75,0.05,min,0.0,0.7453271408414643,0.9986030025020849,1.0
3,45,0.2,0.25,0.75,0.1,linear,0.35,0.8897194592120476,0.8968348280902547,0.5151515151515151
3,45,0.2,0.25,0.75,0.1,geometric,0.0,0.81587266408532,0.9720767306088406,0.9801980198019802
3,45,0.2,0.25,0.75,0.1,min,0.0,0.7453271408414643,0.9978982485404503,1.0
3,45,0.2,0.25,0.75,0.15,linear,0.33,0.8795915381433288,0.8508262768533779,0.48148148148148145
3,45,0.2,0.25,0.75,0.15,geometric,0.0,0.81587266408532,0.9575646371976645,0.9801980198019802
3,45,0.2,0.25,0.75,0.15,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.75,0.2,linear,0.26,0.861364657547595,0.8063532203819033,0.47058823529411764
3,45,0.2,0.25,0.75,0.2,geometric,0.0,0.81587266408532,0.9432985821517931,0.9801980198019802
3,45,0.2,0.25,0.75,0.2,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.75,0.25,linear,0.23,0.8521024008833189,0.7690552953615097,0.45985401459854014
3,45,0.2,0.25,0.75,0.25,geometric,0.0,0.81587266408532,0.9290158465387822,0.9801980198019802
3,45,0.2,0.25,0.75,0.25,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.75,0.3,linear,0.15,0.8326948682961388,0.7323465741986714,0.45985401459854014
3,45,0.2,0.25,0.75,0.3,geometric,0.0,0.81587266408532,0.9157256046705587,0.9801980198019802
3,45,0.2,0.25,0.75,0.3,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.9,0.0,linear,0.52,0.9168673769366528,1.0,1.0
3,45,0.2,0.25,0.9,0.0,geometric,0.0,0.8448874898339926,0.9999999999999999,1.0
3,45,0.2,0.25,0.9,0.0,min,0.0,0.7453271408414643,0.9999999999999999,1.0
3,45,0.2,0.25,0.9,0.05,linear,0.62,0.9204470174208939,0.9529232809433972,0.8018018018018018
3,45,0.2,0.25,0.9,0.05,geometric,0.0,0.8458165605877187,0.9810967472894077,0.9801980198019802
3,45,0.2,0.25,0.9,0.05,min,0.0,0.7453271408414643,0.9986030025020849,1.0
3,45,0.2,0.25,0.9,0.1,linear,0.74,0.9196614468611898,0.910642957967909,0.6129032258064516
3,45,0.2,0.25,0.9,0.1,geometric,0.0,0.8460513320280101,0.9622310258548789,0.9047619047619048
3,45,0.2,0.25,0.9,0.1,min,0.0,0.7453271408414643,0.9978982485404503,1.0
3,45,0.2,0.25,0.9,0.15,linear,0.83,0.9158766809948101,0.8717517735308126,0.5037593984962406
3,45,0.2,0.25,0.9,0.15,geometric,0.0,0.8456031160520112,0.9434945788156796,0.8181818181818182
3,45,0.2,0.25,0.9,0.15,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.9,0.2,linear,0.8,0.8933328809323272,0.8351609041336472,0.3422818791946309
3,45,0.2,0.25,0.9,0.2,geometric,0.0,0.8439317026460419,0.925041701417848,0.7699115044247787
3,45,0.2,0.25,0.9,0.2,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.9,0.25,linear,0.75,0.8697542906846069,0.8026513453060359,0.2578616352201258
3,45,0.2,0.25,0.9,0.25,geometric,0.0,0.8352110005985331,0.9072310258548789,0.6949152542372882
3,45,0.2,0.25,0.9,0.25,min,0.0,0.7453271408414643,0.9977105921601334,1.0
3,45,0.2,0.25,0.9,0.3,linear,0.7,0.8410867670305943,0.7731564481057154,0.21212121212121213
3,45,0.2,0.25,0.9,0.3,geometric,0.0,0.8234057662087432,0.8902543786488738,0.6129032258064516
3,45,0.2,0.25,0.9,0.3,min,0.0,0.7453271408414643,0.9977105921601334,1.0
4,46,0.2,0.25,0.5,0.0,linear,0.0,0.7687438621421155,1.0,1.0
4,46,0.2,0.25,0.5,0.0,geometric,0.0,0.7622261024735869,0.9999999999999999,1.0
4,46,0.2,0.25,0.5,0.0,min,0.0,0.7518574137587462,0.9999999999999999,1.0
4,46,0.2,0.25,0.5,0.05,linear,0.0,0.7687438621421155,0.9608522706154455,1.0
4,46,0.2,0.25,0.5,0.05,geometric,0.0,0.7622261024735869,0.9941784820683901,1.0
4,46,0.2,0.25,0.5,0.05,min,0.0,0.7518574137587462,0.9999040867389489,1.0
4,46,0.2,0.25,0.5,0.1,linear,0.0,0.7687438621421155,0.9229960383835377,1.0
4,46,0.2,0.25,0.5,0.1,geometric,0.0,0.7622261024735869,0.9882276897414511,1.0
4,46,0.2,0.25,0.5,0.1,min,0.0,0.7518574137587462,0.9999040867389489,1.0
4,46,0.2,0.25,0.5,0.15,linear,0.0,0.7687438621421155,0.884497622039276,1.0
4,46,0.2,0.25,0.5,0.15,geometric,0.0,0.7622261024735869,0.9822935779816512,1.0
4,46,0.2,0.25,0.5,0.15,min,0.0,0.7518574137587462,0.9999040867389489,1.0
4,46,0.2,0.25,0.5,0.2,linear,0.0,0.7687438621421155,0.8501301307073885,1.0
4,46,0.2,0.25,0.5,0.2,geometric,0.0,0.7622261024735869,0.9763594662218513,1.0
4,46,0.2,0.25,0.5,0.2,min,0.0,0.7518574137587462,0.9999040867389489,1.0
4,46,0.2,0.25,0.5,0.25,linear,0.0,0.7687438621421155,0.8173889645377814,1.0
4,46,0.2,0.25,0.5,0.25,geometric,0.0,0.7622261024735869,0.9710508757297747,1.0
4,46,0.2,0.25,0.5,0.25,min,0.0,0.7518574137587462,0.9999040867389489,1.0
4,46,0.2,0.25,0.5,0.3,linear,0.0,0.7687438621421155,0.7892772361104647,1.0
4,46,0.2,0.25,0.5,0.3,geometric,0.0,0.7622261024735869,0.9658340283569641,1.0
4,46,0.2,0.25,0.5,0.3,min,0.0,0.7518574137587462,0.9999040867389489,1.0
4,46,0.2,0.25,0.75,0.0,linear,0.05,0.8385031213979778,1.0,1.0
4,46,0.2,0.25,0.75,0.0,geometric,0.0,0.8138218284631814,0.9999999999999999,1.0
4,46,0.2,0.25,0.75,0.0,min,0.0,0.7518574137587462,0.9999999999999999,1.0
4,46,0.2,0.25,0.75,0.05,linear,0.2,0.8647929412375646,0.9484870893052089,0.7391304347826086
